,method,function,randomfailures,failfraction,nx,n,dampalpha,avgvarconstant,varc_status,rmse,mae,medae,me,crps,coverage,avgintwidth,intscore,emutime,npts
148,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001515211,0.000512424,6.05E-05,-0.000114728,0.643195703,0.95852127,5.040725349,1.578525579,0.563175201,1345.259977
149,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.002111511,0.000552185,6.00E-05,-7.89E-05,0.416871331,0.936499514,4.545316822,1.783259066,0.553673744,1345.259977
150,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001246693,0.000409681,8.39E-05,3.09E-05,0.146124255,0.926321506,1.922515815,0.737307005,0.542118788,1345.259977
151,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001434423,0.000387115,7.52E-05,-0.000103962,0.144510819,0.944243302,1.986707787,0.676334071,0.570259571,1345.259977
152,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.002204472,0.000672031,0.00011591,-9.04E-05,0.837830184,0.951217272,7.017252441,2.685444023,0.638710976,1345.259977
153,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.002715637,0.000825491,0.000132752,-0.00028929,0.724440308,0.94542949,9.084614094,2.693455115,0.649068356,1345.259977
154,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001479301,0.000473187,6.02E-05,-7.57E-05,0.24398874,0.913608428,3.328479369,1.391523428,0.789699554,1345.259977
155,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.003175456,0.000577846,5.88E-05,-0.000291763,0.372469784,0.951887621,4.364119477,1.866317008,0.755260468,1345.259977
156,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.002569686,0.000684189,0.000128715,-0.000153272,0.535730016,0.893531469,4.954882801,2.904615845,0.66334796,1345.259977
157,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.003100735,0.000719554,0.000122441,-0.00032115,0.548343424,0.932167832,4.830476523,3.460394834,0.575556994,1345.259977
158,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001866885,0.000628787,9.42E-05,-0.000170575,0.419864624,0.932115335,5.943052746,2.57165679,0.451828003,1345.259977
159,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001454792,0.000504738,7.93E-05,-0.000124415,0.678422287,0.95341588,5.801554478,2.073154936,0.751769304,1345.259977
160,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.00352335,0.000873211,0.000118893,-0.000421727,2.387434541,0.896246162,3.895568278,9.847147504,0.925892592,1345.259977
161,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.002948095,0.000807382,0.000147186,-9.87E-05,1.632785292,0.913829193,3.756585314,8.141257132,0.954113007,1345.259977
162,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.001865142,0.000488179,7.92E-05,-0.00013341,1.215671369,0.912398077,2.609545787,3.452258494,0.901948929,1345.259977
163,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.002286614,0.000608844,5.87E-05,-4.51E-05,1.125365329,0.880200711,2.30375086,4.680573782,1.08996582,1345.259977
164,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.002001285,0.000462298,6.01E-05,4.61E-05,0.970487627,0.929017053,1.802437749,3.635946355,0.88559556,1345.259977
165,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.00192395,0.000500796,8.59E-05,-0.000150355,0.976376221,0.919936226,1.993897114,3.314417174,1.062502146,1345.259977
166,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.003697286,0.000826804,6.08E-05,9.13E-05,3.780596416,0.940343498,6.269346174,10.95580076,0.937204599,1345.259977
167,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.006548943,0.001129811,5.17E-05,-0.000210503,2.979795943,0.920785139,5.490053217,17.69950848,0.998395443,1345.259977
168,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.001626097,0.000368338,4.77E-05,-8.26E-05,1.06462532,0.919032303,1.757074262,3.270761239,0.910347223,1345.259977
169,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.001901104,0.00044368,5.45E-05,3.97E-05,1.032039095,0.924346245,1.924951541,3.863191572,0.988718271,1345.259977
170,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.002842928,0.000723922,6.41E-05,-1.32E-05,4.048654724,0.938163037,6.973867923,10.5955415,0.899897099,1345.259977
171,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.004844104,0.000807943,5.24E-05,-0.000316768,2.862047737,0.930136795,5.836905073,14.35805292,1.003568649,1345.259977
172,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.00331643,0.000646251,4.46E-05,2.66E-05,1.770887705,0.93503432,3.884353813,7.703782649,0.915197849,1345.259977
173,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.002776568,0.000569423,5.59E-05,-2.20E-05,2.112758989,0.943493032,4.124994222,7.032222291,1.016876459,1345.259977
174,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.003038772,0.000754925,6.92E-05,-0.000206031,4.256521276,0.924433249,6.900221129,14.24161821,0.854120731,1345.259977
175,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.00310771,0.000773969,6.60E-05,-0.000117151,4.391732865,0.895326057,6.766873408,15.37503012,1.054095745,1345.259977
176,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.002827885,0.000475545,5.49E-05,-0.000144203,1.124303981,0.912780474,2.457841845,6.466690139,1.166642189,1345.259977
177,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.00160744,0.000448313,6.60E-05,-5.35E-05,1.851031888,0.893226419,3.205290067,4.876496365,0.905243397,1345.259977
178,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.003982237,0.000761191,0.000101882,-0.000204834,2.06466094,0.923997185,4.116617887,8.271939496,0.967502356,1345.259977
179,colGP,Borehole,FALSE,0.05,15,100,,,n/a,0.004781775,0.00082456,5.52E-05,-0.000267133,1.822866869,0.936453202,3.977110425,9.401308223,0.946393728,1345.259977
180,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.005606992,0.001626251,0.000230677,-3.89E-05,13.90830374,0.857258119,16.79350081,57.84841386,1.216330528,1345.259977
181,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.003400308,0.000928409,0.000109708,0.000250635,8.619752557,0.924013999,11.94512007,24.89536541,1.013018131,1345.259977
182,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.002304774,0.000504476,3.71E-05,-4.53E-05,7.292982572,0.923045822,10.05279246,17.78346553,1.022104502,1345.259977
183,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.003272261,0.000597701,3.47E-05,8.57E-05,7.794291479,0.95125892,10.01852067,20.39360531,1.279740095,1345.259977
184,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.002907045,0.000555899,3.27E-05,8.10E-05,4.223145938,0.944350873,6.526559823,15.39998193,1.149441242,1345.259977
185,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.002014369,0.000390271,5.00E-05,6.92E-05,2.021677202,0.948750758,2.483086949,5.078111266,1.123827934,1345.259977
186,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.00230975,0.000573871,4.96E-05,-0.000195261,3.594194472,0.933984507,4.70246742,8.594642955,1.323999882,1345.259977
187,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.003037269,0.000550245,1.82E-05,1.43E-05,4.578859875,0.916021281,6.939634436,15.30379997,1.136006594,1345.259977
188,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.002525563,0.000547773,5.53E-05,8.26E-05,7.099161677,0.940490632,10.63221364,19.01002084,1.140535116,1345.259977
189,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.002406217,0.000572119,6.28E-05,8.52E-05,6.475657441,0.943430534,8.541255353,16.24914937,1.362516642,1345.259977
190,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.005694381,0.001209751,8.35E-05,0.000353382,16.12350605,0.950306377,19.45071701,33.72490923,1.452053309,1345.259977
191,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.002651059,0.000466561,2.06E-05,0.000113776,6.342962628,0.937264658,8.810460675,18.87605628,1.03670454,1345.259977
192,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.003364457,0.00096311,8.99E-05,3.44E-05,12.4226738,0.944698909,17.43205339,28.89539252,1.122157812,1345.259977
193,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.004330292,0.000964688,5.36E-05,-0.000277902,6.88692161,0.912033921,9.626485241,27.03278103,1.26265645,1345.259977
194,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.0037076,0.000821912,5.67E-05,-5.50E-05,5.772349572,0.916128164,8.352007708,23.36378716,1.270565271,1345.259977
195,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.003639474,0.000772489,5.04E-05,-0.000159194,4.582533168,0.944328509,7.588710468,14.83773601,0.94106555,1345.259977
196,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.003220182,0.00063233,3.39E-05,4.73E-05,3.40474431,0.927728713,5.10480066,13.28193173,1.354982138,1345.259977
197,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.006111319,0.001624545,0.000253312,0.000370261,14.3568452,0.915646442,21.1523625,46.41229812,1.350493908,1345.259977
198,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.003162393,0.000627952,6.28E-05,0.000186235,5.350362809,0.939636608,6.441392686,16.89610544,1.360764027,1345.259977
199,colGP,Borehole,TRUE,0.01,15,100,,,n/a,0.00303015,0.000640266,3.51E-05,-9.75E-05,5.262115994,0.92299926,8.259579519,17.51238885,1.298012495,1345.259977
200,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.006484955,0.00130319,0.000109879,-0.000492425,5.45987627,0.907236609,6.990621047,27.19952494,0.839486122,1345.259977
201,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.006475861,0.000921402,5.56E-05,-0.000300931,4.511082435,0.899946591,7.697717884,30.23009636,0.820659638,1345.259977
202,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.004946904,0.000946144,7.03E-05,7.44E-05,5.836430012,0.926662523,8.385855065,21.39469707,0.663023472,1345.259977
203,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.004019003,0.001045617,0.000125831,0.000247079,3.682996629,0.901003404,4.9907725,12.92219954,0.580075979,1345.259977
204,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.00487776,0.001086415,0.00011073,-0.000236401,6.167787844,0.906626506,9.830348617,27.42080483,0.563466311,1345.259977
205,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.003249989,0.000706637,4.89E-05,-2.21E-06,5.528586115,0.921674485,8.258554116,16.99756703,0.731416225,1345.259977
206,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.00827597,0.002514195,0.000358727,-1.16E-05,19.20013482,0.906595365,28.93047458,70.35318604,0.651785851,1345.259977
207,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.005189572,0.001115322,9.43E-05,-0.000216406,9.94810471,0.924705252,12.94392475,26.64513627,0.775289774,1345.259977
208,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.005059147,0.000978241,9.58E-05,-0.000166878,5.445495547,0.935019973,8.05572283,23.14992131,0.615481854,1345.259977
209,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.005422082,0.000873991,9.08E-05,-5.88E-05,2.647583988,0.920902443,3.882801842,12.62824797,0.617431402,1345.259977
210,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.004134799,0.001080401,0.000109114,-1.34E-06,13.67272557,0.915634744,18.59942264,39.10256898,0.729449034,1345.259977
211,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.009263006,0.001956981,0.000179592,-0.000477566,10.86652738,0.894476359,15.65654534,55.77843053,0.719903231,1345.259977
212,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.003734434,0.000578795,3.72E-05,-0.000176009,4.634277192,0.894029718,7.457589554,24.7858615,0.648749828,1345.259977
213,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.003589858,0.001014406,0.000105506,-0.000122047,8.950515875,0.918176195,12.3342182,23.60446763,0.585768938,1345.259977
214,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.005943954,0.00144523,0.000182317,-7.41E-06,10.74771844,0.906594399,16.67751243,39.60715764,0.667452574,1345.259977
215,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.005577386,0.001063057,7.86E-05,-0.000361871,6.134282749,0.920996251,9.006055662,25.65160309,0.652086735,1345.259977
216,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.005323278,0.001057563,9.46E-05,-0.000160237,7.520770637,0.923268649,10.64603571,24.78422917,1.693105459,1345.259977
217,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.00545073,0.001238414,0.000173172,-0.000336159,7.483398153,0.905000447,12.89778465,36.24394528,0.612413883,1345.259977
218,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.006115468,0.001341551,0.000126908,-0.000382273,8.709972755,0.9112,13.78575537,42.16906486,0.581170559,1345.259977
219,colGP,Borehole,TRUE,0.25,15,100,,,n/a,0.003796336,0.000787579,7.17E-05,0.000120679,8.51087723,0.935460867,11.13442937,24.66508588,0.654001236,1345.259977
220,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.00367834,0.000930237,5.71E-05,0.000160101,11.26533155,0.929541002,13.69507652,23.28150284,1.177534342,1345.259977
221,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.002919937,0.000772989,0.000104535,-3.00E-05,8.110189662,0.936147868,10.49214218,17.71460855,1.216264725,1345.259977
222,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.004614573,0.000975958,5.94E-05,0.00015757,5.558075407,0.910844557,7.388578623,21.51926969,0.82391119,1345.259977
223,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.002712677,0.0006347,7.75E-05,3.46E-05,3.854145657,0.911632796,5.607315815,10.39922845,0.961589098,1345.259977
224,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003635363,0.000823476,6.65E-05,-0.000493673,2.030812501,0.885505823,3.621299273,12.92005387,1.328730106,1345.259977
225,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.005474921,0.001111032,8.49E-05,-2.99E-05,5.219819782,0.885975395,9.049425013,32.69262681,1.273512363,1345.259977
226,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.002747131,0.000510308,5.03E-05,9.82E-05,2.061473686,0.929515109,2.988948977,10.56071874,1.128063202,1345.259977
227,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003166576,0.000726781,0.000111408,-0.000136895,9.892053135,0.949270278,13.57688401,24.32365258,1.048032522,1345.259977
228,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003676402,0.000621959,4.82E-05,-6.61E-05,8.469201043,0.937640925,11.59325677,22.44606757,0.918626785,1345.259977
229,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.004927171,0.001066297,0.000118532,-0.000237133,9.562672468,0.917016807,14.43312434,40.47605822,0.962486506,1345.259977
230,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.004256866,0.000648876,1.96E-05,2.76E-05,7.468905383,0.945744606,10.46869037,28.74769475,0.899237394,1345.259977
231,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003082591,0.000517291,4.16E-05,-7.06E-05,10.61811268,0.963979778,12.06536321,17.01911621,1.324968576,1345.259977
232,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003297974,0.000842825,7.31E-05,-0.000156953,5.997946828,0.928561364,9.190253357,19.1337112,0.967208624,1345.259977
233,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003643803,0.000678589,5.95E-05,-5.57E-05,8.464677181,0.938236119,12.68328439,28.1002818,1.057920933,1345.259977
234,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003286023,0.000898947,0.000126356,0.000135106,5.234078686,0.909154535,8.38072386,21.08550244,1.200376034,1345.259977
235,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.0020393,0.000441884,4.11E-05,6.58E-05,6.242033766,0.911896745,6.979826833,13.38808622,1.037416697,1345.259977
236,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.003273091,0.00058192,5.45E-05,-2.60E-05,4.135290384,0.942581727,6.214479236,14.18409783,1.057986498,1345.259977
237,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.002512824,0.000537552,4.78E-05,7.23E-05,2.739133039,0.883558749,4.866137804,10.58984986,1.178425551,1345.259977
238,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.00365719,0.000890931,8.56E-05,0.000150267,16.58559159,0.931039336,19.97024977,41.17321068,1.118959904,1345.259977
239,colGP,Borehole,TRUE,0.05,15,100,,,n/a,0.006084178,0.000989969,6.60E-05,-0.000390434,2.64568523,0.913681697,5.248124305,27.98406836,1.28436017,1345.259977
240,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,2.67E-05,3.86E-06,2.03E-07,-4.17E-07,0.013080805,0.980716739,0.886737148,0.025934766,2739.225874,33631.49942
241,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,5.43E-05,5.32E-06,2.11E-07,-1.70E-06,0.011438613,0.972351854,0.906064684,0.038163601,2246.733607,33631.49942
242,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,4.54E-05,3.30E-06,2.67E-07,-6.54E-07,0.007835519,0.980017684,0.577217156,0.016203439,2303.976671,33631.49942
243,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,3.57E-05,3.71E-06,2.84E-07,-7.90E-09,0.007049673,0.976746242,0.552815893,0.017879283,2721.198326,33631.49942
244,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,4.14E-05,6.79E-06,3.26E-07,-7.22E-07,0.020717012,0.97308138,1.423170051,0.054351226,2314.634348,33631.49942
245,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,4.05E-05,7.01E-06,2.85E-07,1.65E-08,0.027666126,0.974061859,1.489279996,0.054524784,2884.895532,33631.49942
246,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,9.21E-05,6.92E-06,1.87E-07,-2.01E-06,0.014762429,0.981586275,1.068662668,0.054481733,2135.127715,33631.49942
247,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,6.11E-05,5.21E-06,1.85E-07,-1.78E-06,0.014283083,0.976376538,0.944745126,0.039579997,2524.560109,33631.49942
248,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,2.86E-05,2.49E-06,1.69E-07,-7.92E-07,0.005038238,0.985440279,0.500784306,0.012654465,2412.606431,33631.49942
249,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,3.66E-05,2.69E-06,1.37E-07,-5.81E-07,0.005871678,0.984045336,0.530333592,0.013509249,2455.958437,33631.49942
250,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,7.45E-05,7.57E-06,4.51E-07,1.75E-07,0.014691708,0.976799577,1.291776362,0.049485417,3111.69096,33631.49942
251,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,8.66E-05,7.40E-06,4.14E-07,1.59E-07,0.013606741,0.973094566,1.229877047,0.049143046,2508.988904,33631.49942
252,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,3.09E-05,3.50E-06,1.73E-07,2.12E-07,0.009398673,0.97782785,0.83432518,0.020668595,2271.960852,33631.49942
253,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,2.58E-05,3.22E-06,1.66E-07,-3.79E-07,0.008473194,0.982154124,0.843870796,0.019355316,2477.067504,33631.49942
254,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,2.53E-05,2.33E-06,8.15E-08,-2.12E-07,0.007357333,0.989149612,0.557353828,0.014206721,3099.999681,33631.49942
255,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,5.51E-05,3.02E-06,8.14E-08,-9.88E-07,0.006254014,0.988884968,0.5726261,0.021074679,2558.588059,33631.49942
256,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,4.86E-05,4.24E-06,1.30E-07,-2.40E-07,0.00948672,0.973516301,0.890208833,0.028498653,2301.306981,33631.49942
257,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,1.94E-05,2.91E-06,1.47E-07,-1.86E-07,0.008274916,0.982606416,0.733115912,0.018002894,2753.938004,33631.49942
258,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,2.16E-05,3.33E-06,1.60E-07,-5.66E-08,0.012219638,0.979284203,0.887566331,0.025887044,1958.607246,33631.49942
259,colGP,Borehole,FALSE,0.25,15,2500,,,n/a,1.84E-05,3.20E-06,1.30E-07,3.54E-08,0.011824627,0.98219323,0.782768209,0.025151276,2174.116618,33631.49942
260,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,0.000114205,1.54E-05,5.38E-07,3.12E-06,0.42955474,0.973982301,0.402079334,0.622620806,2855.197327,33631.49942
261,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,6.97E-05,1.33E-05,8.29E-07,1.31E-06,0.203784227,0.974664415,0.204009152,0.292507718,2508.828714,33631.49942
262,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,9.33E-05,1.01E-05,5.69E-07,-5.61E-07,0.325768065,0.975607593,0.313910148,0.444908327,2806.405625,33631.49942
263,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,6.97E-05,1.29E-05,4.83E-07,1.59E-06,0.331117533,0.969729345,0.331668649,0.452396411,2844.710548,33631.49942
264,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,0.000225086,2.58E-05,1.62E-06,-4.32E-06,0.382514451,0.970834074,0.395315771,0.745097519,2530.048112,33631.49942
265,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,0.000174579,3.15E-05,1.71E-06,-9.85E-07,0.848579217,0.96720297,0.892837286,1.406810132,3050.556404,33631.49942
266,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,0.000255832,3.04E-05,8.59E-07,2.07E-06,0.712990281,0.969281748,0.809757696,1.553118756,2797.67017,33631.49942
267,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,0.000128649,1.73E-05,4.77E-07,-2.12E-06,0.42919784,0.967979422,0.45081113,0.804767818,2617.990743,33631.49942
268,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,7.65E-05,9.87E-06,3.55E-07,1.14E-06,0.174494333,0.974895398,0.175715226,0.271676792,2542.775157,33631.49942
269,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,0.00016903,2.37E-05,1.06E-06,6.37E-06,0.475790283,0.967008471,0.469975919,0.814944598,2783.96766,33631.49942
270,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,9.25E-05,1.20E-05,2.14E-07,1.11E-06,0.315722712,0.976579134,0.330294562,0.501307333,2554.59806,33631.49942
271,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,8.89E-05,1.06E-05,1.73E-07,1.73E-06,0.310310848,0.976173605,0.310330836,0.470378564,2308.429524,33631.49942
272,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,6.99E-05,8.24E-06,1.67E-07,3.52E-07,0.213125326,0.967178024,0.214532665,0.32127901,2496.947084,33631.49942
273,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,9.93E-05,1.22E-05,7.54E-07,-6.95E-07,0.360081278,0.975750577,0.388742257,0.614140614,2588.74884,33631.49942
274,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,6.82E-05,1.18E-05,4.95E-07,-4.80E-09,0.305296816,0.973557263,0.299993184,0.393906582,2648.087031,33631.49942
275,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,5.89E-05,9.19E-06,1.84E-07,-5.29E-07,0.17448382,0.969015581,0.194242757,0.292989106,2879.502769,33631.49942
276,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,7.62E-05,1.35E-05,4.69E-07,-4.91E-07,0.294418641,0.969178992,0.320433548,0.487560052,2805.987216,33631.49942
277,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,0.000101788,1.28E-05,3.60E-07,-1.35E-06,0.287446317,0.969810983,0.285690452,0.501783462,2121.249858,33631.49942
278,colGP,Borehole,TRUE,0.25,15,2500,,,n/a,7.01E-05,1.30E-05,3.65E-07,1.95E-06,0.451633329,0.976044717,0.450351013,0.560011029,2073.57944,33631.49942
279,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.001022531,0.000232743,1.94E-05,1.78E-05,1.665144447,0.93728505,2.503039292,4.793737761,11.43335724,3363.149942
280,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.001143143,0.000247614,2.17E-05,6.91E-05,1.46825559,0.928451008,2.360463406,5.643072368,8.770401716,3363.149942
281,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.00141029,0.000351714,3.05E-05,-1.93E-05,2.32323133,0.936355652,3.823680154,7.811214816,11.21201658,3363.149942
282,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.001693298,0.000305632,1.76E-05,4.94E-05,3.212139832,0.944733464,4.150509262,8.43924867,12.51069736,3363.149942
283,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.002358516,0.000555303,6.53E-05,-0.000109444,4.250462934,0.922306607,5.935783914,17.39092301,9.999612093,3363.149942
284,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.001958907,0.000575612,8.34E-05,-8.58E-05,4.12676215,0.927414477,6.956529346,15.92719957,10.15189815,3363.149942
285,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.001109703,0.000330042,4.95E-05,2.24E-05,2.983839551,0.947269303,4.176381317,7.469581771,10.74098802,3363.149942
286,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.001198967,0.000309906,4.49E-05,3.71E-05,4.030850833,0.96078827,4.930880913,7.542797081,9.669490576,3363.149942
287,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.001492032,0.000246143,1.81E-05,7.50E-05,1.84428575,0.942586964,2.634357818,6.478299095,11.87789273,3363.149942
288,colGP,Borehole,FALSE,0.01,15,250,,,n/a,0.0009106,0.000184865,1.98E-05,-3.03E-05,1.620340356,0.946437015,2.37928637,4.061689757,10.74428654,3363.149942
